Region,Region Name,Region - RegionId,Variable,Variable Name,Age,Age Name,Scale,Units,2008
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C4,10 to 14,units,Persons,20139
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C5,15 to 19,units,Persons,17844
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C6,20 to 24,units,Persons,16258
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C7,25 to 29,units,Persons,16572
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C8,30 to 34,units,Persons,12496
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C9,35 to 39,units,Persons,11762
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C10,40 to 44,units,Persons,8171
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C11,45 to 49,units,Persons,6374
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C12,50 to 54,units,Persons,3990
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C13,55 to 59,units,Persons,2643
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C14,60 to 64,units,Persons,2338
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B5,"Population, Male (Number)",KN.C22,65+,units,Persons,4171
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C1,Total,units,Persons,156391
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C2,0 to 4,units,Persons,25955
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C3,5 to 9,units,Persons,24060
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C4,10 to 14,units,Persons,17278
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C5,15 to 19,units,Persons,15858
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C6,20 to 24,units,Persons,15531
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C7,25 to 29,units,Persons,15168
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C8,30 to 34,units,Persons,10768
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C9,35 to 39,units,Persons,9451
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C10,40 to 44,units,Persons,6393
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C11,45 to 49,units,Persons,4923
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C12,50 to 54,units,Persons,3400
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C13,55 to 59,units,Persons,2170
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C14,60 to 64,units,Persons,1909
KN.A7,Western Bahr el Ghazal,SS-BW,KN.B8,"Population, Female (Number)",KN.C22,65+,units,Persons,3527
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C1,Total,units,Persons,695730
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C2,0 to 4,units,Persons,106232
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C3,5 to 9,units,Persons,109096
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C4,10 to 14,units,Persons,88658
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C5,15 to 19,units,Persons,71513
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C6,20 to 24,units,Persons,64719
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C7,25 to 29,units,Persons,62195
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C8,30 to 34,units,Persons,47137
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C9,35 to 39,units,Persons,39024
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C10,40 to 44,units,Persons,29718
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C11,45 to 49,units,Persons,23726
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C12,50 to 54,units,Persons,16835
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C13,55 to 59,units,Persons,10651
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C14,60 to 64,units,Persons,9730
KN.A8,Lakes,SS-LK,KN.B2,"Population, Total (Number)",KN.C22,65+,units,Persons,16496
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C1,Total,units,Persons,365880
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C2,0 to 4,units,Persons,55608
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C3,5 to 9,units,Persons,57417
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C4,10 to 14,units,Persons,47790
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C5,15 to 19,units,Persons,37766
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C6,20 to 24,units,Persons,32891
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C7,25 to 29,units,Persons,31524
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C8,30 to 34,units,Persons,22804
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C9,35 to 39,units,Persons,20128
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C10,40 to 44,units,Persons,16129
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C11,45 to 49,units,Persons,13279
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C12,50 to 54,units,Persons,9118
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C13,55 to 59,units,Persons,5862
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C14,60 to 64,units,Persons,5464
KN.A8,Lakes,SS-LK,KN.B5,"Population, Male (Number)",KN.C22,65+,units,Persons,10100
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C1,Total,units,Persons,329850
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C2,0 to 4,units,Persons,50624
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C3,5 to 9,units,Persons,51679
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C4,10 to 14,units,Persons,40868
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C5,15 to 19,units,Persons,33747
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C6,20 to 24,units,Persons,31828
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C7,25 to 29,units,Persons,30671
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C8,30 to 34,units,Persons,24333
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C9,35 to 39,units,Persons,18896
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C10,40 to 44,units,Persons,13589
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C11,45 to 49,units,Persons,10447
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C12,50 to 54,units,Persons,7717
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C13,55 to 59,units,Persons,4789
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C14,60 to 64,units,Persons,4266
KN.A8,Lakes,SS-LK,KN.B8,"Population, Female (Number)",KN.C22,65+,units,Persons,6396
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C1,Total,units,Persons,619029
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C2,0 to 4,units,Persons,81154
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C3,5 to 9,units,Persons,84827
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C4,10 to 14,units,Persons,71626
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C5,15 to 19,units,Persons,72776
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C6,20 to 24,units,Persons,61278
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C7,25 to 29,units,Persons,56984
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C8,30 to 34,units,Persons,42527
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C9,35 to 39,units,Persons,39593
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C10,40 to 44,units,Persons,29201
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C11,45 to 49,units,Persons,24377
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C12,50 to 54,units,Persons,16125
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C13,55 to 59,units,Persons,9885
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C14,60 to 64,units,Persons,9766
KN.A9,Western Equatoria,SS-EW,KN.B2,"Population, Total (Number)",KN.C22,65+,units,Persons,18910
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C1,Total,units,Persons,318443
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C2,0 to 4,units,Persons,42304
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C3,5 to 9,units,Persons,44945
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C4,10 to 14,units,Persons,38517
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C5,15 to 19,units,Persons,36558
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C6,20 to 24,units,Persons,29084
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C7,25 to 29,units,Persons,27440
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C8,30 to 34,units,Persons,20673
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C9,35 to 39,units,Persons,19454
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C10,40 to 44,units,Persons,15292
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C11,45 to 49,units,Persons,13111
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C12,50 to 54,units,Persons,8642
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C13,55 to 59,units,Persons,5461
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C14,60 to 64,units,Persons,5421
KN.A9,Western Equatoria,SS-EW,KN.B5,"Population, Male (Number)",KN.C22,65+,units,Persons,11541
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C1,Total,units,Persons,300586
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C2,0 to 4,units,Persons,38850
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C3,5 to 9,units,Persons,39882
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C4,10 to 14,units,Persons,33109
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C5,15 to 19,units,Persons,36218
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C6,20 to 24,units,Persons,32194
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C7,25 to 29,units,Persons,29544
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C8,30 to 34,units,Persons,21854
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C9,35 to 39,units,Persons,20139
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C10,40 to 44,units,Persons,13909
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C11,45 to 49,units,Persons,11266
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C12,50 to 54,units,Persons,7483
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C13,55 to 59,units,Persons,4424
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C14,60 to 64,units,Persons,4345
KN.A9,Western Equatoria,SS-EW,KN.B8,"Population, Female (Number)",KN.C22,65+,units,Persons,7369
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C1,Total,units,Persons,1103557
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C2,0 to 4,units,Persons,163539
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C3,5 to 9,units,Persons,161582
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C4,10 to 14,units,Persons,138342
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C5,15 to 19,units,Persons,128564
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C6,20 to 24,units,Persons,111675
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C7,25 to 29,units,Persons,106551
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C8,30 to 34,units,Persons,75048
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C9,35 to 39,units,Persons,66553
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C10,40 to 44,units,Persons,43986
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C11,45 to 49,units,Persons,35444
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C12,50 to 54,units,Persons,24305
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C13,55 to 59,units,Persons,14697
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C14,60 to 64,units,Persons,13266
KN.A10,Central Equatoria,SS-EC,KN.B2,"Population, Total (Number)",KN.C22,65+,units,Persons,20005
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C1,Total,units,Persons,581722
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C2,0 to 4,units,Persons,85158
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C3,5 to 9,units,Persons,84207
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C4,10 to 14,units,Persons,72882
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C5,15 to 19,units,Persons,66688
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C6,20 to 24,units,Persons,57825
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C7,25 to 29,units,Persons,55390
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C8,30 to 34,units,Persons,40117
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C9,35 to 39,units,Persons,35613
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C10,40 to 44,units,Persons,24162
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C11,45 to 49,units,Persons,19463
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C12,50 to 54,units,Persons,13104
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C13,55 to 59,units,Persons,8331
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C14,60 to 64,units,Persons,7373
KN.A10,Central Equatoria,SS-EC,KN.B5,"Population, Male (Number)",KN.C22,65+,units,Persons,11409
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C1,Total,units,Persons,521835
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C2,0 to 4,units,Persons,78381
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C3,5 to 9,units,Persons,77375
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C4,10 to 14,units,Persons,65460
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C5,15 to 19,units,Persons,61876
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C6,20 to 24,units,Persons,53850
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C7,25 to 29,units,Persons,51161
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C8,30 to 34,units,Persons,34931
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C9,35 to 39,units,Persons,30940
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C10,40 to 44,units,Persons,19824
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C11,45 to 49,units,Persons,15981
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C12,50 to 54,units,Persons,11201
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C13,55 to 59,units,Persons,6366
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C14,60 to 64,units,Persons,5893
KN.A10,Central Equatoria,SS-EC,KN.B8,"Population, Female (Number)",KN.C22,65+,units,Persons,8596
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C1,Total,units,Persons,906161
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C2,0 to 4,units,Persons,126467
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C3,5 to 9,units,Persons,140529
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C4,10 to 14,units,Persons,133693
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C5,15 to 19,units,Persons,117357
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C6,20 to 24,units,Persons,80223
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C7,25 to 29,units,Persons,73531
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C8,30 to 34,units,Persons,57187
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C9,35 to 39,units,Persons,49172
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C10,40 to 44,units,Persons,34859
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C11,45 to 49,units,Persons,28228
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C12,50 to 54,units,Persons,19691
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C13,55 to 59,units,Persons,12386
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C14,60 to 64,units,Persons,11673
KN.A11,Eastern Equatoria,SS-EE,KN.B2,"Population, Total (Number)",KN.C22,65+,units,Persons,21165
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C1,Total,units,Persons,465187
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C2,0 to 4,units,Persons,66232
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C3,5 to 9,units,Persons,74226
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C4,10 to 14,units,Persons,72270
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C5,15 to 19,units,Persons,61676
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C6,20 to 24,units,Persons,39054
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C7,25 to 29,units,Persons,34355
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C8,30 to 34,units,Persons,26453
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C9,35 to 39,units,Persons,23364
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C10,40 to 44,units,Persons,17274
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C11,45 to 49,units,Persons,14501
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C12,50 to 54,units,Persons,10209
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C13,55 to 59,units,Persons,6646
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C14,60 to 64,units,Persons,6399
KN.A11,Eastern Equatoria,SS-EE,KN.B5,"Population, Male (Number)",KN.C22,65+,units,Persons,12528
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C1,Total,units,Persons,440974
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C2,0 to 4,units,Persons,60235
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C3,5 to 9,units,Persons,66303
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C4,10 to 14,units,Persons,61423
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C5,15 to 19,units,Persons,55681
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C6,20 to 24,units,Persons,41169
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C7,25 to 29,units,Persons,39176
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C8,30 to 34,units,Persons,30734
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C9,35 to 39,units,Persons,25808
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C10,40 to 44,units,Persons,17585
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C11,45 to 49,units,Persons,13727
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C12,50 to 54,units,Persons,9482
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C13,55 to 59,units,Persons,5740
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C14,60 to 64,units,Persons,5274
KN.A11,Eastern Equatoria,SS-EE,KN.B8,"Population, Female (Number)",KN.C22,65+,units,Persons,8637
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Source:,"National Bureau of Statistics, South Sudan",NA,NA,NA,NA,NA,NA,NA,NA
Download URL:,http://southsudan.opendataforafrica.org/fvjqdpe/population-by-age-and-sex-2008-south-sudan,NA,NA,NA,NA,NA,NA,NA,NA
